26,25,25,26,25,24,25,24,25,26,25,26,26,27,27,29,29,30,29,29,29,29,29,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,29,29,29,29,28,28,28,28,28,28,26,25,25,24,24,22,22,23,23,23,23,24,23,22,22,22,22,23,23,23,23,23,23,23,24,24,23,23,24,24,24,24,25,25,25,24,25,24,25,25,27,27,28,28,29,28,28,28,27,27,27,27,27,27,26,26,26,27,27,28,28,30,30,30,30,31,31,29,29,29,29,29,29,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,29,30,30,30,30,30,30,31,31,31,31,31,31,30,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,31,31,30,30,30,30,30,29,29,29,30,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,29,29,29,27,27,26,26,26,26,26,26,25,24,24,24,25,25,25,25,25,24,24,23,23,23,23,21,21,21,21,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,8,9,9,10,9,9,10,13,12
25,25,25,26,24,24,25,24,25,25,27,26,26,26,29,29,29,28,28,29,29,29,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,29,29,29,29,28,28,28,28,28,28,27,26,26,25,25,23,22,22,22,24,24,25,24,24,22,22,22,22,23,23,23,23,23,23,24,24,23,23,23,24,24,24,24,25,25,24,24,25,24,24,25,26,27,28,29,27,28,28,28,28,27,26,25,25,25,26,26,26,26,27,27,28,29,30,30,30,31,29,29,29,29,29,29,29,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,31,31,31,31,29,30,30,30,30,30,30,30,30,30,30,30,30,30,29,29,29,29,30,30,30,30,30,30,31,31,31,31,30,30,29,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,31,31,30,30,30,30,30,29,29,29,29,28,28,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,29,28,27,27,27,26,26,26,26,26,26,24,24,24,25,25,25,25,25,25,25,24,23,23,23,23,21,21,21,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,4,7,9,8,9,10,10,9,9,10,12,12
24,24,24,24,23,25,24,24,25,26,26,27,26,28,28,29,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,29,29,29,28,28,28,28,28,28,28,27,27,27,26,25,24,23,23,23,23,24,25,25,25,24,23,22,22,22,23,23,23,23,23,24,24,23,23,23,23,23,24,24,24,24,25,24,24,25,24,24,25,26,26,28,27,28,27,28,28,26,25,25,25,25,25,26,26,26,26,26,27,28,29,30,30,28,28,29,29,29,29,29,29,30,30,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,30,30,30,30,30,30,31,31,31,30,30,30,30,28,28,28,28,28,28,28,28,28,28,28,28,29,28,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,31,31,30,30,30,30,30,29,29,29,29,28,28,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,29,28,27,27,27,26,26,26,26,26,25,24,25,25,25,25,25,25,25,25,25,25,23,23,23,22,21,20,19,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,6,5,5,5,6,8,9,8,9,9,10,9,9,9,11,12
24,24,23,24,24,23,23,23,23,25,25,25,27,27,28,27,27,28,28,28,27,27,27,27,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,27,27,27,27,25,25,25,25,24,23,23,23,24,25,25,25,24,23,22,23,23,23,23,23,23,24,23,23,23,23,23,23,24,24,24,24,24,24,24,25,24,24,24,26,27,27,27,27,26,25,26,26,26,25,25,25,25,26,26,26,26,26,26,27,29,27,28,28,28,29,29,29,29,29,29,30,30,30,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,29,30,30,30,30,30,30,31,31,31,30,30,30,30,29,28,28,28,28,28,28,28,28,28,28,28,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,31,31,30,30,30,30,29,29,29,29,28,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,28,28,27,27,26,26,26,26,26,26,24,25,25,25,25,25,25,25,25,25,25,25,24,23,23,23,20,19,19,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,6,6,6,7,7,7,8,10,8,8,9,11,9,9,9,11,11
24,23,23,24,24,23,23,23,24,25,25,27,27,27,27,26,26,26,26,26,26,26,27,27,27,28,29,30,30,29,29,29,29,29,29,29,29,29,29,29,30,30,29,28,28,28,28,28,28,28,27,27,27,27,26,26,25,26,26,26,24,24,23,23,23,23,24,25,24,24,23,23,23,23,23,23,24,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,25,26,25,25,25,25,26,25,26,26,26,25,25,25,26,26,26,26,26,26,24,27,27,27,28,28,28,29,29,29,29,30,30,30,30,30,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,30,30,30,30,30,31,30,31,30,30,30,30,30,30,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,31,31,30,30,30,30,29,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,29,28,28,27,27,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,24,24,23,22,20,19,19,18,18,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,5,6,6,7,9,8,8,8,9,9,9,9,10,9,9,9,10,10
23,23,23,23,24,23,23,24,24,25,27,27,27,26,26,27,26,25,25,26,26,26,27,27,27,28,28,29,30,30,30,29,29,29,29,29,29,29,29,30,30,30,28,28,28,28,28,28,28,27,27,27,27,26,27,27,26,26,26,26,25,24,23,23,23,23,23,24,23,24,25,24,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,26,25,26,26,25,25,25,26,26,26,26,26,24,24,25,27,27,28,28,28,29,29,29,30,30,30,30,30,30,30,31,31,31,31,31,31,31,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,30,30,30,30,30,31,30,30,30,30,30,30,30,30,29,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,31,31,30,30,30,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,28,28,27,27,27,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26,25,24,23,22,19,19,19,18,18,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,7,8,8,9,8,8,9,9,9,9,9,10,10,9,9,10,10
23,23,23,23,24,23,24,24,24,27,27,27,26,26,26,26,26,25,25,25,26,26,26,27,27,28,28,28,29,29,30,30,30,29,29,29,29,29,30,29,29,29,30,28,28,28,28,28,27,27,27,27,27,27,27,27,27,26,26,26,26,25,24,23,23,23,23,23,23,23,24,25,24,23,23,23,23,23,23,23,23,23,23,23,23,24,24,23,23,24,24,24,22,22,22,23,23,24,24,24,25,25,25,26,26,26,26,25,25,25,26,26,24,24,24,24,25,25,27,27,28,28,28,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,30,30,30,31,31,29,30,30,30,30,30,30,30,30,29,28,28,28,28,28,28,28,28,28,28,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,31,31,29,29,29,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,28,28,27,27,27,26,26,26,25,26,25,25,25,25,25,25,25,25,25,25,25,26,26,25,23,23,22,20,19,19,18,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,7,8,8,9,8,9,9,9,8,9,9,11,10,9,9,10,10
24,23,23,23,24,24,24,24,26,27,27,27,26,26,26,25,25,25,25,25,25,25,26,26,27,28,28,28,28,28,29,29,29,30,29,29,29,29,29,29,29,29,30,29,28,28,28,27,27,27,27,27,27,27,27,27,27,26,26,25,26,25,25,23,23,23,23,23,22,24,24,24,24,24,22,23,23,23,23,23,23,23,23,23,23,23,24,23,23,22,22,22,22,22,23,23,23,24,24,24,24,25,25,25,26,26,26,26,25,25,24,24,24,24,24,24,25,25,26,26,27,28,28,29,30,30,30,30,30,30,30,30,30,31,31,31,31,31,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,32,31,30,30,30,30,29,29,29,29,29,29,29,29,29,29,30,30,30,31,31,30,29,30,30,30,30,30,30,30,29,29,28,28,28,28,28,28,28,28,28,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,29,30,30,29,29,29,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,28,28,27,27,26,26,26,25,26,25,25,25,25,25,25,25,25,25,25,25,25,26,26,24,23,23,22,20,20,19,18,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,7,7,8,8,9,8,7,8,9,8,9,10,10,10,11,10,10,9
23,23,22,23,25,24,24,26,26,26,27,26,26,26,25,25,25,25,25,26,25,25,25,26,27,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,28,27,27,27,26,27,27,27,27,27,27,27,27,26,26,26,26,25,25,23,23,23,23,22,23,24,24,24,24,25,23,23,23,23,23,23,23,23,23,23,23,23,21,21,22,22,22,21,22,23,23,23,23,24,24,24,24,25,25,25,26,26,26,25,23,24,24,24,24,24,24,25,25,25,26,26,28,28,28,30,30,30,30,30,30,30,30,30,30,31,31,31,31,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,32,31,31,30,30,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,29,30,30,30,30,30,30,30,29,29,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,29,29,29,29,29,30,29,29,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,29,28,28,27,27,26,26,25,26,26,25,25,25,25,25,25,25,25,25,25,25,25,26,25,24,23,23,22,20,20,19,19,17,17,17,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,7,7,8,7,8,7,7,7,9,9,9,10,11,11,11,10,11,10
22,23,23,23,24,24,26,26,26,26,26,26,25,25,25,25,25,25,25,25,26,25,25,25,27,27,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,28,27,28,27,26,26,26,26,27,27,27,27,27,27,26,26,26,26,25,25,24,23,23,23,22,23,23,24,24,25,25,25,23,23,23,23,23,23,23,22,22,21,20,21,21,22,22,21,21,23,23,23,23,23,24,24,24,24,24,25,25,25,26,24,24,23,24,24,24,24,24,24,25,25,25,25,26,26,28,29,30,30,30,30,30,30,30,30,30,30,30,31,31,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,31,31,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,29,30,30,29,30,30,30,30,30,30,30,30,29,29,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,30,30,29,29,29,29,29,29,29,29,30,29,29,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,28,28,27,27,27,26,25,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,24,23,23,23,20,19,19,19,19,18,18,18,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,8,6,7,7,8,7,7,7,8,9,9,9,11,10,11,12,11,10
